Channel,Cons_12m,Cons_gas_12m,Forecast_discount_energy,Has_gas,Imp_cons,Margin_net,Net_margin,Origin,Pow_max,Churn,contract_modification_interval,contract_interval,price_off_peak_fix,price_mid_peak_fix,avg_price_annual,avg_price_6_months,avg_price_3_months
BB,17410,0,0,0,189.75,27.12,95.47,A,13.15,0,3,4,44.26693,0,0.1493922509253025,0.1484678579228265,0.14719299972057343
BB,6240,0,0,0,171.83,19.48,87.14,A,13.856,0,1,4,44.26693,0,0.14979741101463637,0.14867628046444484,0.147599995136261
BB,18830,0,0,0,99.92,30.98,129.74,A,15,0,0,4,44.26693,0,0.1464264988899231,0.14521785506180354,0.14394299685955048
BB,2509,0,0,0,0,27.99,38.48,B,13.8,0,0,7,44.26693,0,0.14939783761898676,0.14860014617443085,0.14743950217962265
BB,5721,0,0,0,0,27.28,22.11,B,13.856,0,6,7,44.26693,0,0.1491998371978601,0.1474604308605194,0.14544500038027763
BB,2476,0,0,0,0,26.08,35.71,B,12.55,0,0,7,44.26693,0,0.14995350440343222,0.14875243178435735,0.14770600199699402
BB,31704,0,0,0,287.8,21.23,166.07,E,10.35,0,6,7,44.26693,0,0.14399108663201332,0.1428968608379364,0.14162200689315796
FF,12058,0,0,0,0,8.8,172.07,A,13.2,0,4,5,44.26693,0,0.14761191606521606,0.14652885496616364,0.1451144963502884
BB,17077,0,0,0,33.14,21.48,88.59,A,10.392,0,0,5,44.26693,0,0.1512171688179175,0.14986085891723633,0.14858600497245789
BB,34656,0,0,0,133.86,37.27,265.89,A,27.6,0,1,4,40.565968,16.226389,0.1277973335236311,0.12571971437760762,0.12338799983263016
BB,5467,0,0,0,0,6.96,56.28,A,13.15,0,1,4,44.26693,0,0.14491933087507883,0.14361671039036342,0.1423874944448471
AA,33443,0,0,0,896.97,3.9,389.17,A,20.785,0,2,4,40.565968,16.226389,0.12320216310520966,0.12091799825429916,0.11883850023150444
BB,83022,0,0,0,241.67,32.51,297.52,A,24,0,0,6,40.565968,16.226389,0.1264915814002355,0.12397871272904533,0.12164700031280518
FF,17721,0,0,0,0,11.42,220.97,A,13.2,0,4,5,44.26693,0,0.14626858631769815,0.1444425731897354,0.14313875138759613
BB,6233,0,0,0,0,14.68,96.15,A,10.392,0,1,4,44.26693,0,0.16627258186539015,0.1652537158557347,0.16457675397396088
BB,3428,0,0,0,0,23.65,50,B,10.35,0,0,6,44.26693,0,0.14996483301122984,0.14904785581997462,0.14777299761772156
BB,21105,12700,0,1,517.17,7.02,306.78,A,15,0,0,5,44.26693,0,0.1482293332616488,0.14703457057476044,0.1459994986653328
BB,3457,0,0,0,0,30.22,53.9,B,13.2,0,0,6,44.26693,0,0.15075783555706343,0.14925785788467952,0.14798299968242645
AA,5282,0,0,0,43.72,35.85,62.09,E,19.8,0,3,4,40.565968,16.226389,0.12331174996991952,0.1193457128746169,0.11701399832963943
FF,14507,0,0,0,263.35,21,191.49,B,19.8,0,0,5,40.565968,16.226389,0.12524616780380407,0.12224771401711873,0.11991599947214127
AA,24078,124305,0,1,242.81,29.64,273.92,A,19.8,0,0,4,40.565968,16.226389,0.12433841886619727,0.12223771533795766,0.1199060007929802
BB,1714,0,0,0,0,7.8,17.8,B,10.392,1,0,7,44.26693,0,0.16896749784549078,0.16780856890337809,0.16687949746847153
BB,10462,0,0,0,0,33.12,95.96,E,13.2,0,0,8,44.26693,0,0.1496888374288877,0.14844786056450435,0.14717300236225128
BB,20082,0,0,0,0,7.8,69.52,B,10.392,0,0,7,44.26693,0,0.1686491717894872,0.16753571799823216,0.16668850183486938
BB,21686,0,0,0,71.94,12.3,35.64,B,10.35,0,6,7,44.26693,0,0.14638000229994455,0.1441402861050197,0.14330600202083588
FF,16247,0,0,0,0,40.92,105.88,A,16.4,1,0,4,40.56597,16.226383,0.12433841886619727,0.12223771533795766,0.1199060007929802
BB,5184,0,0,0,144.57,19.41,67.79,E,13.8,0,6,7,44.26693,0,0.14747833336393038,0.14602442511490413,0.14504699409008026
BB,10015,0,0,0,216.1,25.7,210.7,A,13.856,0,0,3,44.26693,0,0.16674266879757246,0.1653482892683574,0.16402600705623627
BB,18521,0,0,0,0,30.22,28.75,A,13.2,0,0,4,44.26693,0,0.15075783555706343,0.14925785788467952,0.14798299968242645
BB,13405,0,0,0,0,10.08,26.33,A,10.39,0,4,5,44.26693,0,0.1476553293565909,0.14500414047922408,0.14337049797177315
BB,27181,11647,0,1,10.88,15.91,274.47,A,20.7,1,2,4,40.565968,16.226389,0.12043908424675465,0.11813557360853467,0.11585400253534317
DD,10031,0,0,0,0,31.2,130.55,B,13.856,0,4,5,44.26693,0,0.14945808673898378,0.14820143154689244,0.14674175158143044
BB,7950,0,0,0,0,10.08,54.63,A,10.39,0,4,5,44.26693,0,0.14751174673438072,0.14475799884114945,0.1435139998793602
BB,13162,0,0,0,0,29.76,170.93,A,13.2,0,0,3,44.26693,0,0.14763732999563217,0.14636785217693873,0.14509299397468567
BB,14777,0,0,0,0,21.48,76.75,A,10.392,0,0,3,44.26693,0,0.1464264988899231,0.14521785506180354,0.14394299685955048
BB,6234,0,0,0,72.15,44.91,70.16,A,19.8,0,0,5,40.565968,16.226389,0.12417433597147465,0.12223771533795766,0.1199060007929802
AA,13620,0,0,0,0,29.76,182.61,B,13.2,0,0,6,44.26693,0,0.1479648326834043,0.14671485551765986,0.1454399973154068
BB,10984,0,0,0,145.45,25.7,149.34,A,13.856,0,1,3,44.44471,0,0.14962050194541612,0.1473078578710556,0.14603300392627716
FF,3251,0,0,0,0,16.14,29.22,E,10.392,0,4,5,44.26693,0,0.16933733224868774,0.16761685482093266,0.1656769961118698
BB,7355,0,0,0,0,26.04,14.3,E,10.392,0,1,3,44.26693,0,0.17034841577212015,0.16844028447355544,0.16711799800395966
BB,13710,0,0,0,102.63,34.56,168.47,A,17.321,0,0,5,40.565968,16.226389,0.12755758439501128,0.12520271326814378,0.12287099659442902
BB,8865,0,0,0,68.61,26.4,103.71,E,19.8,0,5,6,40.565968,16.226389,0.12368582996229331,0.1209981409566743,0.11854450032114983
BB,2174,0,0,0,0,28.6,25.78,B,13.856,0,0,6,44.26693,0,0.17051166792710623,0.16912028406347548,0.1677979975938797
BB,2141,0,0,0,31.67,19.2,35.53,A,10.39,0,0,5,44.26693,0,0.14991324519117674,0.14887485333851405,0.147599995136261
BB,34553,0,0,0,245.79,3.15,402.65,A,16.8,0,5,6,40.728886,16.291555,0.12536116813619932,0.1221834272146225,0.11980949901044369
BB,91531,0,0,0,0,21.09,6.89,A,10.39,0,0,5,44.26693,0,0.14988900224367777,0.1480632871389389,0.14749550074338913
BB,3156,0,0,0,0,19.2,41.88,A,10.39,0,0,5,44.26693,0,0.14991324519117674,0.14887485333851405,0.147599995136261
DD,3939,0,0,0,128.74,10.08,56.84,A,10.392,0,0,4,44.26693,0,0.14968157932162285,0.14847771184785025,0.14742624759674072
BB,2772,0,0,0,90.27,26.73,33.81,B,13.2,0,6,7,44.26693,0,0.14795466884970665,0.14532585654939925,0.14397474750876427
DD,8570,0,0,0,58.13,22.52,28.78,B,13.856,0,0,3,44.26693,0,0.15303691600759825,0.14413585194519588,0.1428609937429428
FF,18144,11079,0,1,0,9.2,231.62,B,13.856,0,0,5,44.26693,0,0.14797733227411905,0.14660256888185227,0.14524349570274353
BB,10232,0,0,0,0,13.03,90.11,E,10.35,0,0,7,44.26693,0,0.16814024870594343,0.16707686015537807,0.16605600714683533
BB,39653,0,0,0,0,10.08,25.44,A,10.39,0,4,5,44.26693,0,0.14876883601148924,0.14614300216947282,0.14253200218081474
BB,7986,2732,0,1,54.59,25.84,113.79,A,12.5,0,0,4,44.26693,0,0.1512171688179175,0.14986085891723633,0.14858600497245789
AA,12186,0,0,0,0,28.45,181.36,E,13.856,0,0,3,44.26693,0,0.14837058261036873,0.1473078578710556,0.14603300392627716
BB,5387,0,0,0,188.42,43.08,14.58,E,17.25,0,2,4,40.565968,16.226389,0.12432641535997391,0.12114871399743217,0.11881700158119202
BB,3480,6689,0,1,72.45,30.22,44.85,E,13.2,0,0,4,44.26693,0,0.15121008455753326,0.14986085891723633,0.14858600497245789
BB,16890,17066,0,1,184.54,10.02,212.55,A,16,0,3,4,40.565968,16.226389,0.1249475001047055,0.12173571224723544,0.11875499784946442
FF,386,0,0,0,0,30.11,6.01,A,13.164,0,0,4,44.26693,0,0.15121008455753326,0.14986085891723633,0.14858600497245789
AA,5924,0,0,0,86.76,26.66,71.21,B,18,0,6,7,40.565968,16.226389,0.12363649594287078,0.12082971100296293,0.1179562471807003
BB,41684,0,0,0,221.41,20.2,156.94,A,13.856,0,0,4,44.26693,0,0.14985532810290655,0.14877556690147944,0.147599995136261
DD,3754,0,0,0,0,14.57,41.01,E,10.35,0,2,4,44.26693,0,0.1682870847483476,0.1685671423162733,0.1677969992160797
BB,13150,0,0,0,364.77,6.45,116.44,B,13.856,0,6,7,44.26693,0,0.16574266428748766,0.16269314076219285,0.16464274749159813
BB,29353,0,0,0,0,30.88,74.95,A,13.5,0,0,6,44.26693,0,0.15075783555706343,0.14925785788467952,0.14798299968242645
DD,5308,0,0,0,52.42,43.08,58.59,B,17.25,0,0,5,40.565968,16.226389,0.12433841886619727,0.12223771533795766,0.1199060007929802
BB,2738,10146,0,1,0,13.68,32.3,A,11.5,0,5,6,44.26693,0,0.14771116276582083,0.1450998548950468,0.1435379981994629
DD,40722,41946,0,1,126.97,7.8,81.82,E,10.392,0,2,4,44.26693,0,0.1481195812424024,0.1470942837851388,0.1463642492890358
BB,11374,0,0,0,185.68,19.28,157.43,A,13.2,0,1,4,44.26693,0,0.14985532810290655,0.14877556690147944,0.147599995136261
BB,15463,0,0,0,0,8.76,215.38,A,13.15,0,3,5,44.44471,0,0.14890999719500542,0.14777785752500808,0.14685550332069397
BB,32887,0,0,0,33.46,29.12,123.37,B,25,0,5,7,40.728886,16.291555,0.1224560799698035,0.12010471309934344,0.11791250109672546
AA,9443,0,0,0,0,37.56,149.34,A,15,1,3,6,44.26693,0,0.14968157932162285,0.14847771184785025,0.14742624759674072
FF,5873,12088,0,1,10.48,49.92,73.74,A,20,1,0,5,40.565968,16.226389,0.12763158480326334,0.12520271326814378,0.12287099659442902
BB,7999,0,0,0,0,14.78,121.5,A,10.5,0,1,4,44.26693,0,0.14979741101463637,0.14867628046444484,0.147599995136261
BB,2562,0,0,0,0,26.04,40.03,E,10.392,0,0,3,44.26693,0,0.15070050209760666,0.14925785788467952,0.14798299968242645
BB,4863,0,0,0,42.44,23.47,57.56,A,17.321,0,5,6,40.565968,16.226389,0.12445808450380962,0.12089671407427106,0.11817499995231628
BB,25090,0,0,0,48.97,22.28,85.18,B,15.1,0,0,7,40.565968,16.226389,0.1238738310833772,0.1212365712438311,0.11852975189685822
FF,18135,0,0,0,426.6,0.64,241.43,A,15.001,0,4,5,40.565968,16.226389,0.12937966796259084,0.12819942725556238,0.12106599658727646
BB,4309,0,0,0,111.38,13.62,56.42,A,11.43,1,5,6,44.26693,0,0.14737324664990106,0.14452057012489863,0.1435379981994629
BB,629,0,0,0,6.98,31.64,7.64,B,13.856,0,0,6,44.26693,0,0.16999816770354906,0.16844028447355544,0.16711799800395966
AA,34252,0,0,0,0,7.8,37.63,B,10.392,0,0,7,44.26693,0,0.14852500458558401,0.1473207175731659,0.14626850187778473
BB,11322,0,0,0,79.48,18.72,107,A,13.2,0,0,5,44.26693,0,0.17007900029420853,0.16888828575611115,0.16790200024843216
BB,3583,0,0,0,69.65,12.3,43.33,E,10.35,0,6,7,44.26693,0,0.14666975289583206,0.1441402861050197,0.14330600202083588
BB,8916,0,0,0,134.64,16.44,112.19,A,13.85,0,3,4,44.26693,0,0.14736999571323395,0.14451499709061214,0.1435379981994629
BB,33535,0,0,0,0,20.88,306.75,E,17.321,0,0,4,40.565968,16.226389,0.11945275031030178,0.11644471543175834,0.11411300301551819
BB,19688,0,0,0,386.45,11.42,166.72,B,13.2,0,0,7,44.26693,0,0.16796441500385603,0.16677543095179967,0.16579225659370422
BB,6213,0,0,0,0,17.1,45.63,B,10.35,0,6,7,44.26693,0,0.167238832761844,0.1648451430456979,0.1627025008201599
DD,1628,0,0,0,21.03,3.18,11.84,E,15.1,0,3,4,40.565968,16.226389,0.12397383029262225,0.12140799845967974,0.11882974952459335
FF,5419,0,0,0,0,7.32,56.6,A,13.856,0,3,4,44.26693,0,0.14676724995175996,0.14477600157260895,0.14303000271320343
BB,4836,0,0,0,42.16,12.72,34.53,A,13.15,0,0,5,44.26693,0,0.14923708016673723,0.14847771184785025,0.14742624759674072
BB,30043,0,0,0,0,17.67,128.6,B,13.856,0,0,7,44.26693,0,0.1498646711309751,0.14860014617443085,0.14743950217962265
BB,23241,0,0,0,0,16,56.93,A,10.3,0,4,5,44.26693,0,0.15000933408737183,0.14826957029955729,0.14625349640846252
BB,17871,0,0,0,51.41,10.36,19.51,A,13.856,0,5,6,44.26693,0,0.14679016917943954,0.1443467140197754,0.14279799908399582
BB,561,0,0,0,12.16,30.22,8.63,B,13.2,0,0,6,44.26693,0,0.15121008455753326,0.14986085891723633,0.14858600497245789
BB,12423,0,0,0,103.78,13.78,161.6,A,20,0,3,4,40.565968,16.226389,0.12850808600584665,0.1267052867582866,0.12580649927258492
BB,10757,0,0,0,0,29.64,111.37,A,13.164,0,3,5,44.26693,0,0.16841025153795877,0.16646200205598558,0.16365600377321243
FF,1747,0,0,0,0,19.2,26.3,B,10.392,0,3,5,44.44471,0,0.14958233262101808,0.14887485333851405,0.147599995136261
AA,6554,22512,0,1,0,14.22,81.82,A,12.5,0,4,5,44.26693,0,0.15000933408737183,0.14826957029955729,0.14625349640846252
BB,20593,0,0,0,143.31,15.24,201.45,A,19.8,0,2,5,40.565968,16.226389,0.11956858386596043,0.11664328724145889,0.11411300301551819
BB,6371,0,0,0,0,33.12,70.47,E,13.2,0,0,3,44.26693,0,0.15070050209760666,0.14925785788467952,0.14798299968242645
BB,2634,0,0,0,0,18.72,27.74,A,11.5,1,0,6,44.26693,0,0.1693881700436274,0.1688025721481868,0.1677969992160797
BB,2818,0,0,0,25.33,26.73,22.35,A,13.2,0,6,7,44.44471,0,0.14896383384863535,0.14662728565079824,0.1444074995815754
DD,25326,0,0,0,186.08,25.8,308.92,B,17.25,0,5,6,40.565968,16.226389,0.124722084030509,0.12223771533795766,0.1199060007929802
DD,4624,0,0,0,0,23.76,80.58,A,10.392,0,0,5,44.26693,0,0.14996483301122984,0.14904785581997462,0.14777299761772156
FF,167,0,0,0,0,10.08,2.04,A,10.39,0,0,5,44.26693,0,0.14968157932162285,0.14847771184785025,0.14742624759674072
BB,6232,0,0,0,0,21.11,106.53,E,15,0,0,7,44.26693,0,0.1477732521792253,0.14727057303701127,0.14678800106048584
BB,13700,0,0,0,0,18.12,42.13,B,10.392,0,5,7,44.44471,0,0.1697470024228096,0.168662000979696,0.16786599904298782
DD,21091,0,0,0,0,27.88,272,B,15,0,0,6,44.26693,0,0.1476248304049174,0.14632185229233333,0.14504699409008026
AA,30675,0,0,0,0,23.4,197.17,E,10.392,0,5,6,44.26693,0,0.16574741651614508,0.164146859730993,0.16263975575566292
BB,7856,0,0,0,84.43,29.55,88.92,A,20,0,6,7,40.565968,16.226389,0.12357841245830059,0.12073013931512833,0.11807549744844437
FF,752,0,0,0,1,20.54,15.3,B,10.392,0,4,5,44.26693,0,0.16866366813580194,0.16646200205598558,0.16365600377321243
BB,21909,232669,0,1,0,31.64,32.26,A,13.856,0,0,3,44.26693,0,0.14996483301122984,0.14904785581997462,0.14777299761772156
BB,4519,0,0,0,0,12.57,48.72,A,13,0,6,7,44.26693,0,0.14658508573969206,0.1439951424087797,0.14305200055241585
BB,2959,0,0,0,0,27.44,43.04,B,13.2,0,0,7,44.26693,0,0.14995350440343222,0.14875243178435735,0.14770600199699402
BB,3187,0,0,0,0,10.36,37.05,A,13.856,0,5,6,44.26693,0,0.14793741206328073,0.1454877108335495,0.1432029977440834
BB,5592,8857,0,1,0,16.44,34.61,A,13.856,0,0,4,44.26693,0,0.1497394951681296,0.14857699615614756,0.147599995136261
AA,6626,0,0,0,150.03,19.48,78.8,B,13.856,0,0,5,44.26693,0,0.17069866135716438,0.16981056545461928,0.16895799338817596
AA,15884,478,0,1,168.76,6.6,190.72,B,19.8,0,0,7,40.565968,16.226389,0.12397108102838199,0.12140328543526786,0.11882150173187256
BB,5284,0,0,0,213.1,26.04,80.74,A,10.39,1,4,5,44.44471,0,0.14827658608555794,0.14713386126926967,0.1458590030670166
BB,26152,0,0,0,26.72,30.22,14.47,E,13.2,0,5,7,44.44471,0,0.1499685843785604,0.14904785581997462,0.14777299761772156
AA,154,0,0,0,0,31.64,2.43,B,13.856,0,0,5,44.26693,0,0.15121008455753326,0.14986085891723633,0.14858600497245789
BB,2969,0,0,0,81.73,20.97,40.69,B,10.35,0,0,7,44.26693,0,0.1498646711309751,0.14860014617443085,0.14743950217962265
BB,17243,0,0,0,3.7,31.64,4.88,A,13.85,0,0,6,44.26693,0,0.15075783555706343,0.14925785788467952,0.14798299968242645
BB,4211,0,0,0,139.15,25.47,61.32,E,13.8,0,0,7,44.26693,0,0.14895792057116827,0.1480628592627389,0.14678800106048584
BB,5665,0,0,0,0,21.52,78.9,E,13.2,0,0,7,44.26693,0,0.14887133737405142,0.1479144309248243,0.14678800106048584
BB,34259,0,0,0,0,37.56,40.66,A,15,0,0,5,44.26693,0,0.1506431686381499,0.14925785788467952,0.14798299968242645
BB,41359,0,0,0,0,22.95,219.22,A,13.856,0,0,4,44.26693,0,0.14842399458090463,0.14632185229233333,0.14504699409008026
BB,9206,0,0,0,65.9,7.8,80.02,A,10.392,0,1,4,44.26693,0,0.14968157932162285,0.14847771184785025,0.14742624759674072
BB,9305,0,0,0,0,22.52,45.38,B,13.856,0,5,7,44.26693,0,0.1693881700436274,0.1688025721481868,0.1677969992160797
BB,15562,0,0,0,0,15.84,226.71,A,17.321,0,3,4,40.728886,16.291555,0.12484191668530305,0.12193600088357925,0.11933600157499313
DD,7300,0,0,0,61.67,44.91,93.35,A,19.8,0,0,3,40.565968,16.226389,0.1277973335236311,0.12571971437760762,0.12338799983263016
BB,3037,10766,0,1,80.09,34.27,46.25,A,15,0,0,5,44.26693,0,0.15121008455753326,0.14986085891723633,0.14858600497245789
AA,10657,0,0,0,60.65,42,120.48,B,21,0,0,5,40.565968,16.226389,0.12433841886619727,0.12223771533795766,0.1199060007929802
BB,7345,0,0,0,96.4,37.56,117.68,A,15,0,2,4,44.44471,0,0.1510045826435089,0.14944628732545034,0.14786050468683243
BB,8622,0,0,0,104.65,25.83,129.69,A,14,0,1,4,44.26693,0,0.15005741640925407,0.14887485333851405,0.147599995136261
BB,6874,0,0,0,69.2,7.02,73.11,A,13.2,1,1,4,44.26693,0,0.1449548304080963,0.1436775667326791,0.14249399304389954
AA,18304,0,0,0,0,28.45,284.76,E,13.856,1,0,3,44.26693,0,0.14837058261036873,0.1473078578710556,0.14603300392627716
BB,5106,0,0,0,0,28.6,76.13,B,13.85,0,0,6,44.26693,0,0.15055983265240988,0.14887485333851405,0.147599995136261
BB,7506,0,0,0,0,16.44,90.89,A,13.856,0,3,4,44.26693,0,0.1472733293970426,0.14451499709061214,0.1435379981994629
FF,1530,0,0,0,42.4,34.68,23.96,B,13.856,1,0,5,44.26693,0,0.14991324519117674,0.14887485333851405,0.147599995136261
BB,8667,0,0,0,0,15.78,71.93,B,13.856,0,6,7,44.26693,0,0.16808516532182693,0.1662959988628115,0.16423249989748
FF,756,0,0,0,8.46,30.57,8.62,B,15.8,0,4,5,40.565968,16.226389,0.12706416845321655,0.12422999952520643,0.12116874754428864
AA,2129,0,0,0,16.39,41.16,28.56,B,16.5,0,0,5,40.565968,16.226389,0.12748358398675919,0.12520271326814378,0.12287099659442902
DD,6249,0,0,0,106.77,19.48,108.88,B,13.856,1,5,6,44.26693,0,0.1476219135026137,0.14577513933181763,0.14469799399375916
BB,5077,0,0,0,0,25.92,54.97,B,10.35,1,0,7,44.26693,0,0.1691836640238762,0.16817913949489594,0.16752799600362778
BB,94319,0,0,0,0,21.09,30.44,A,10.392,0,1,3,45.760933,0,0.15034408122301102,0.14587228213037765,0.1451219953596592
FF,6225,0,0,0,99.2,26.97,70.57,E,17.25,0,3,4,40.565968,16.226389,0.12190158541003863,0.11950699985027313,0.11723699793219566
BB,12666,0,0,0,381.11,27.88,127.87,A,15,0,0,4,44.26693,0,0.14843516672650972,0.1469588577747345,0.14568400382995605
BB,4296,0,0,0,111.07,10.03,38.67,B,10.35,0,6,7,44.26693,0,0.16613167027632395,0.16322000111852372,0.16260675340890884
BB,14993,0,0,0,0,8.8,121.52,A,13.2,0,0,7,44.26693,0,0.16883866488933563,0.16758771240711212,0.1664929986000061
BB,9008,0,0,0,0,17.22,143.56,A,10.392,0,0,5,44.26693,0,0.14885408307115236,0.14887485333851405,0.147599995136261
FF,3120,6170,0,1,55.29,9.92,43.22,B,13.2,0,3,5,44.44471,0,0.15102449680368105,0.14957914182118007,0.14809300005435944
BB,308,0,0,0,0,26.73,5.31,A,13.2,0,3,5,44.44471,0,0.1512566643456618,0.1499771433217185,0.14878950268030167
FF,11465,0,0,0,68.41,38.24,76.7,B,24.15,0,4,5,40.565968,16.226389,0.12400558590888977,0.12012100219726562,0.11759400367736816
FF,84410,186857,0,1,302.49,0.8,396.63,B,17.25,0,3,5,40.728886,16.291555,0.12374942004680634,0.1214932884488787,0.11947250179946423
FF,21707,0,0,0,0,4.83,235.85,B,10.35,0,4,5,44.26693,0,0.14810400207837424,0.14624614587851933,0.14487700536847115
BB,1991,0,0,0,11.18,3.36,16.01,B,16,0,6,7,40.565968,16.226389,0.12397108102838199,0.12140328543526786,0.11882150173187256
BB,2996,0,0,0,0,21.52,45.31,A,13.2,0,0,5,44.26693,0,0.14985532810290655,0.14877556690147944,0.147599995136261
BB,11652,681,0,1,0,8.57,28.98,E,10.392,0,5,6,44.26693,0,0.16129083186388016,0.16251028222697123,0.1625954955816269
BB,7259,0,0,0,69.67,27.79,104.67,A,18,0,4,5,40.565968,16.226389,0.12631325361629328,0.12294271694762367,0.11919925175607204
FF,3699,0,0,0,0,16.14,43.17,B,10.392,0,4,5,44.26693,0,0.14957658698161444,0.14752771811825888,0.14495525509119034
AA,2627,0,0,0,12.83,31.26,17.69,B,17.25,0,0,5,40.565968,16.226389,0.12524616780380407,0.12224771401711873,0.11991599947214127
BB,2479,0,0,0,100.44,26.04,29.57,A,10.392,0,0,3,44.26693,0,0.15090150386095047,0.14960243233612605,0.14858600497245789
FF,624,0,0,0,0,23.76,11.57,A,10.39,0,2,4,44.44471,0,0.15126483390728632,0.14986085891723633,0.14858600497245789
BB,9535,0,0,0,207.71,15.12,116.9,B,13.2,0,0,7,44.26693,0,0.14977583785851797,0.14844786056450435,0.14717300236225128
BB,2732,0,0,0,0,26.04,42.85,E,10.392,0,0,5,44.26693,0,0.1506431686381499,0.14925785788467952,0.14798299968242645
DD,3636,0,0,0,148.04,11.06,44.39,B,11.4,0,0,4,44.26693,0,0.14968157932162285,0.14847771184785025,0.14742624759674072
FF,8242,0,0,0,0,23.76,128.28,A,10.392,0,0,6,44.26693,0,0.15121008455753326,0.14986085891723633,0.14858600497245789
BB,12792,7937,0,1,117.27,18.36,155.35,A,17.3,0,3,4,40.565968,16.226389,0.1244584172964096,0.12089728457587105,0.11817499995231628
FF,12388,0,0,0,79.88,11.9,153.07,B,17.25,0,4,5,40.565968,16.226389,0.1253810009608666,0.12192385643720627,0.11932150088250637
AA,8070,0,0,0,215.9,19.11,93.76,E,10.35,0,4,6,44.26693,0,0.16995708271861076,0.16853928778852736,0.16721700131893158
BB,3330,0,0,0,0,19.2,49.35,A,10.39,0,3,4,44.44471,0,0.1486635866264502,0.14713386126926967,0.1458590030670166
FF,9811,234164,0,1,159.77,13.44,143.94,A,11.3,0,3,5,44.44471,0,0.14843683441480002,0.14773957005568913,0.147599995136261
BB,33538,0,0,0,0,14.53,101.48,B,15,1,0,7,44.26693,0,0.14861158778270087,0.14746914591108048,0.14652825146913528
BB,2498,0,0,0,57.01,34.68,37.99,A,13.856,0,0,5,44.26693,0,0.14960183699925741,0.14844786056450435,0.14717300236225128
FF,3011,0,0,0,36.54,15.5,33.58,B,17.25,1,3,5,40.565968,16.226389,0.1221194186558326,0.12111900214638029,0.11573025211691856
BB,8708,0,0,0,0,23.73,111.75,A,20,0,2,5,40.565968,16.226389,0.12204441924889882,0.11975185785974775,0.11766549944877625
BB,19495,0,0,0,18.65,18.99,63.5,A,16,0,0,5,40.565968,16.226389,0.12715858221054077,0.12323856992380959,0.1207327488809824
BB,8669,0,0,0,0,16.44,96.76,A,13.86,0,0,7,44.26693,0,0.1690186709165573,0.1681691450732095,0.1677969992160797
BB,15333,0,0,0,228.77,26.76,190.7,E,19.8,0,0,4,40.565968,16.226389,0.1277973335236311,0.12571971437760762,0.12338799983263016
BB,5575,0,0,0,128.55,13.04,53.22,B,10.392,0,6,7,44.26693,0,0.16116954657164487,0.16000000068119594,0.154449000954628
BB,33770,0,28,0,33.74,36.36,35.57,A,10.39,0,3,4,45.760933,0,0.18992183233300844,0.18871285447052547,0.1874379962682724
DD,11006,0,0,0,0,9.2,247.62,E,13.856,0,0,4,44.26693,0,0.14866291731595993,0.14777785752500808,0.14685550332069397
FF,1886,0,0,0,0,18.62,26.8,A,13.2,0,3,5,44.44471,0,0.14917933320005736,0.14884742668696813,0.147599995136261
BB,6690,0,0,0,0,10.08,74.95,A,10.392,0,3,4,44.26693,0,0.14646941547592482,0.14426542818546295,0.14330600202083588
FF,2391,0,0,0,0,22.44,36.11,B,13.8,0,0,5,44.26693,0,0.14935291185975075,0.14791428191321238,0.147599995136261
BB,344,1050,0,1,0,28.02,8.11,A,13.856,0,0,5,44.26693,0,0.15042333553234735,0.14897928706237248,0.14749550074338913
FF,10745,0,0,0,207.23,18.72,142.53,B,11.5,0,0,5,44.26693,0,0.14935291185975075,0.14791428191321238,0.147599995136261
BB,32358,0,0,0,293.01,20.48,359.64,B,15.15,0,5,6,40.728886,16.291555,0.12212208472192287,0.11933571419545583,0.11700399965047836
BB,19976,0,0,0,312.36,25.72,186.22,A,12.5,0,0,4,44.26693,0,0.14837058261036873,0.1473078578710556,0.14603300392627716
BB,5139,0,0,1,2.05,12.14,11.86,A,12.5,0,0,7,44.26693,0,0.14826342090964317,0.1468722884144102,0.14652825146913528
AA,14198,0,0,0,184.4,17.92,85.75,A,11,0,0,6,44.26693,0,0.17083566139141718,0.17004542265619552,0.16895799338817596
BB,21334,4980,0,1,494.86,8.8,306.76,E,13.2,0,0,6,44.26693,0,0.14841583371162415,0.147354285631861,0.1465590000152588
FF,20518,0,30,0,149.87,35.85,142.05,A,19.8,1,3,4,40.565968,16.226389,0.1325017505635818,0.1346692857997758,0.14073799923062325
BB,3186,0,0,0,52.3,44.2,37.68,A,25,0,5,6,40.565968,16.226389,0.12649675210316977,0.12325728578226906,0.11946649849414825
BB,49502,0,0,0,0,11.04,142.32,A,10.39,0,0,4,44.26693,0,0.14719383418560028,0.14602871239185333,0.14504699409008026
AA,9306,0,0,0,375.3,15.33,98.95,B,12,0,0,5,44.26693,0,0.17007900029420853,0.16888828575611115,0.16790200024843216
DD,27350,2334,0,1,0,21.34,154.02,E,10.392,0,0,3,44.26693,0,0.1676791695257028,0.1653482892683574,0.16402600705623627
BB,8831,42313,0,1,0,24.42,135.63,A,13.2,0,2,3,44.44471,0,0.15003125121196112,0.14829485544136592,0.14701999723911285
BB,18710,9135,0,1,0,14.7,221.81,A,13.85,0,3,4,44.26693,0,0.14632333566745123,0.1445364292178835,0.14330600202083588
